Date,HomeTeam,AwayTeam,FormH,FormA,PositionH,PositionA,HSPG,ASPG,HSTPG,ASTPG,MatchRating,GoalDiff,B365H,B365D,B365A,FTR
14/08/10,Aston Villa,West Ham,average,average,1,1,0.0,0.0,0.0,0.0,D,0,2,3.3,4,H
14/08/10,Blackburn,Everton,average,average,2,2,0.0,0.0,0.0,0.0,D,0,2.88,3.25,2.5,H
14/08/10,Bolton,Fulham,average,average,2,2,0.0,0.0,0.0,0.0,D,0,2.2,3.3,3.4,D
14/08/10,Chelsea,West Brom,average,average,3,3,0.0,0.0,0.0,0.0,D,0,1.17,7,17,H
14/08/10,Sunderland,Birmingham,average,average,3,3,0.0,0.0,0.0,0.0,D,0,2.1,3.3,3.6,D
14/08/10,Tottenham,Man City,average,average,3,3,0.0,0.0,0.0,0.0,D,0,2.4,3.3,3,D
14/08/10,Wigan,Blackpool,average,average,3,3,0.0,0.0,0.0,0.0,D,0,1.83,3.5,4.5,A
14/08/10,Wolves,Stoke,average,average,3,3,0.0,0.0,0.0,0.0,D,0,2.3,3.25,3.2,H
15/08/10,Liverpool,Arsenal,average,average,3,3,0.0,0.0,0.0,0.0,D,0,2.5,3.25,2.88,D
16/08/10,Man United,Newcastle,average,average,3,3,0.0,0.0,0.0,0.0,D,0,1.25,5.5,15,H
21/08/10,Arsenal,Blackpool,average,good,2,1,14.0,9.0,7.0,7.0,A,-4,1.17,7,19,H
21/08/10,Birmingham,Blackburn,average,good,3,2,13.0,7.0,7.0,2.0,D,-1,2.2,3.25,3.4,H
21/08/10,Everton,Wolves,poor,good,4,2,17.0,13.0,12.0,7.0,D,-2,1.5,4,7,D
21/08/10,Stoke,Tottenham,poor,average,4,3,10.0,22.0,6.0,18.0,D,-1,3.4,3.3,2.2,A
21/08/10,West Brom,Sunderland,poor,average,4,3,10.0,6.0,4.0,2.0,A,-6,2.5,3.25,2.88,H
21/08/10,West Ham,Bolton,poor,average,4,3,12.0,13.0,2.0,9.0,D,-3,2.25,3.3,3.25,A
21/08/10,Wigan,Chelsea,poor,good,4,2,11.0,18.0,6.0,13.0,A,-10,15,6,1.22,A
22/08/10,Fulham,Man United,average,good,4,3,12.0,18.0,7.0,10.0,D,-3,6,4,1.57,D
22/08/10,Newcastle,Aston Villa,poor,good,6,3,7.0,23.0,3.0,11.0,A,-6,3.2,3.25,2.3,H
23/08/10,Man City,Liverpool,average,average,5,5,11.0,7.0,7.0,4.0,D,0,2.38,3.25,3.1,H
28/08/10,Blackburn,Arsenal,average,average,3,2,7.0,20.0,2.0,11.5,A,-6,6,4,1.57,A
28/08/10,Blackpool,Fulham,average,average,4,5,6.0,14.0,4.0,7.5,D,-2,3.2,3.25,2.3,D
28/08/10,Chelsea,Stoke,good,poor,2,6,14.0,12.5,10.5,8.0,H,14,1.11,9,23,H
28/08/10,Man United,West Ham,average,poor,3,6,16.0,14.5,8.5,6.0,H,8,1.14,8,19,H
28/08/10,Tottenham,Wigan,average,poor,3,6,14.5,14.0,12.0,9.0,H,11,1.25,5.75,13,A
28/08/10,Wolves,Newcastle,average,average,3,4,11.0,13.5,5.5,8.5,D,-2,2.4,3.2,3.1,D
29/08/10,Aston Villa,Everton,average,poor,5,6,13.0,15.5,6.0,9.0,D,-2,2.5,3.25,2.88,H
29/08/10,Bolton,Birmingham,average,average,5,5,12.5,11.5,8.5,7.0,D,1,2.1,3.3,3.6,D
29/08/10,Liverpool,West Brom,poor,average,7,6,10.0,10.5,5.5,4.5,D,2,1.22,6,15,H
29/08/10,Sunderland,Man City,poor,average,7,5,8.0,9.5,3.0,5.0,A,-4,4.5,3.5,1.83,H
11/9/2010,Arsenal,Bolton,good,good,2,4,18.0,12.0,10.67,8.33,H,5,1.25,5.5,13,H
11/9/2010,Everton,Man United,poor,good,8,3,15.33,16.67,9.0,9.33,A,-8,4.2,3.4,1.91,D
11/9/2010,Fulham,Wolves,average,good,7,5,13.33,9.0,7.33,4.33,D,-1,1.83,3.5,4.5,H
11/9/2010,Man City,Blackburn,average,average,6,7,9.33,9.67,5.67,3.67,D,3,1.33,5,10,D
11/9/2010,Newcastle,Blackpool,average,average,6,6,12.67,8.67,7.67,4.33,H,5,1.57,4,6,A
11/9/2010,West Brom,Tottenham,average,average,8,7,11.67,13.67,4.67,10.33,A,-6,3.75,3.25,2.1,D
11/9/2010,West Ham,Chelsea,poor,good,10,2,12.0,14.33,4.67,9.0,A,-22,10,5,1.33,A
11/9/2010,Wigan,Sunderland,average,average,8,7,13.67,9.33,7.67,3.33,A,-9,2.5,3.25,2.88,D
12/9/2010,Birmingham,Liverpool,good,average,6,7,10.67,10.33,6.33,6.0,D,3,3.1,3.2,2.4,D
13/09/10,Stoke,Aston Villa,poor,good,9,5,11.33,12.67,6.33,6.0,D,-2,2.5,3.25,2.88,H
18/09/10,Aston Villa,Bolton,average,average,5,6,12.0,10.75,6.0,7.75,D,-2,1.8,3.6,4.5,D
18/09/10,Blackburn,Fulham,poor,good,7,5,8.25,13.25,3.25,7.0,D,-2,2,3.3,4,D
18/09/10,Everton,Newcastle,average,average,9,7,17.25,13.5,10.25,9.0,D,-3,1.62,3.75,6,A
18/09/10,Stoke,West Ham,average,poor,8,10,13.5,12.25,7.75,5.25,H,7,1.91,3.4,4.2,D
18/09/10,Sunderland,Arsenal,average,good,6,2,8.0,19.25,3.0,11.5,A,-10,5.5,3.7,1.67,D
18/09/10,Tottenham,Wolves,average,average,6,6,14.25,7.75,10.0,3.75,D,0,1.4,4.5,8.5,H
18/09/10,West Brom,Birmingham,average,good,7,5,12.5,11.75,5.5,5.5,A,-7,2.25,3.3,3.25,H
19/09/10,Chelsea,Blackpool,good,average,1,4,15.0,8.25,9.0,4.25,H,16,1.1,9,26,H
19/09/10,Man United,Liverpool,good,average,3,6,15.75,11.25,9.0,6.5,H,8,1.7,3.5,5.5,H
19/09/10,Wigan,Man City,average,average,7,6,14.5,12.0,6.75,7.75,A,-11,5,3.6,1.73,A
25/09/10,Arsenal,West Brom,good,average,2,4,18.6,13.2,10.6,6.4,H,14,1.22,6,15,A
25/09/10,Birmingham,Wigan,average,average,6,8,10.6,13.4,5.0,6.0,H,10,1.83,3.5,4.5,D
25/09/10,Blackpool,Blackburn,average,average,5,7,8.8,8.4,4.2,3.6,D,-3,3.2,3.25,2.3,A
25/09/10,Fulham,Everton,good,poor,5,9,12.4,15.0,6.4,8.8,H,4,2.75,3.2,2.63,D
25/09/10,Liverpool,Sunderland,average,good,7,6,10.4,9.6,5.4,3.4,D,-3,1.44,4.33,7.5,D
25/09/10,Man City,Chelsea,average,good,4,1,11.8,17.4,7.2,10.2,A,-16,3.6,3.3,2.1,H
25/09/10,West Ham,Tottenham,poor,average,10,4,12.4,15.4,5.4,10.2,A,-12,3.5,3.4,2.1,H
26/09/10,Bolton,Man United,average,good,6,2,11.2,15.8,7.6,8.6,A,-8,7.5,4,1.5,D
26/09/10,Newcastle,Stoke,average,average,6,9,12.6,12.6,8.0,6.8,H,5,1.91,3.4,4.2,A
26/09/10,Wolves,Aston Villa,poor,average,8,6,7.2,12.2,3.4,6.0,D,1,2.88,3.25,2.5,A
2/10/2010,Birmingham,Everton,average,average,6,10,10.5,15.0,4.83,8.5,D,2,2.88,3.1,2.63,A
2/10/2010,Stoke,Blackburn,good,good,6,5,11.83,9.17,6.0,4.33,D,-2,2.25,3.2,3.4,H
2/10/2010,Sunderland,Man United,average,good,6,2,9.67,15.17,3.0,8.17,A,-7,5,3.5,1.75,D
2/10/2010,Tottenham,Aston Villa,average,average,5,4,15.67,11.83,10.33,6.33,D,3,1.91,3.5,4,H
2/10/2010,West Brom,Bolton,good,average,4,6,12.17,11.83,6.17,7.83,D,-2,2.1,3.25,3.75,D
2/10/2010,West Ham,Fulham,average,good,9,5,14.0,12.33,7.0,5.67,A,-10,2.25,3.25,3.3,D
2/10/2010,Wigan,Wolves,average,poor,9,9,14.0,8.33,6.67,4.83,A,-8,2.25,3.25,3.3,H
3/10/2010,Chelsea,Arsenal,good,average,1,3,17.0,19.5,9.17,10.83,H,10,1.73,3.6,5,H
3/10/2010,Liverpool,Blackpool,average,average,8,7,10.83,9.17,5.33,4.83,D,2,1.33,5,10,A
3/10/2010,Man City,Newcastle,good,average,3,7,11.17,12.33,7.0,7.83,H,4,1.44,4,8.5,H
16/10/10,Arsenal,Birmingham,poor,poor,4,8,18.57,9.86,10.0,4.57,H,10,1.29,5.5,11,H
16/10/10,Aston Villa,Chelsea,average,good,5,1,12.0,16.14,6.0,8.71,A,-21,5,3.6,1.73,D
16/10/10,Bolton,Stoke,average,good,7,5,11.57,12.71,7.43,6.71,D,-1,2.2,3.2,3.5,H
16/10/10,Fulham,Tottenham,average,good,6,4,13.0,16.14,5.57,10.29,D,-1,2.88,3.25,2.5,A
16/10/10,Man United,West Brom,good,good,3,4,14.43,12.86,7.57,6.57,D,1,1.25,5.75,12,D
16/10/10,Newcastle,Wigan,average,average,8,7,11.71,15.43,7.29,8.14,H,8,1.83,3.5,4.5,D
16/10/10,Wolves,West Ham,poor,good,10,10,7.43,13.71,4.14,6.71,D,0,2.25,3.2,3.4,D
17/10/10,Blackpool,Man City,average,good,5,2,9.43,10.86,5.14,6.71,A,-14,5.5,4,1.62,A
17/10/10,Everton,Liverpool,average,poor,10,10,14.43,12.0,8.14,6.0,H,4,2.4,3.25,3,H
18/10/10,Blackburn,Sunderland,average,average,8,8,8.86,10.29,4.29,3.71,D,-2,2.1,3.3,3.6,D
23/10/10,Birmingham,Blackpool,poor,average,9,6,9.38,10.25,4.5,5.13,D,-2,1.83,3.6,4.33,H
23/10/10,Chelsea,Wolves,average,poor,1,9,15.75,7.63,8.38,4.25,H,15,1.13,8.5,19,H
23/10/10,Sunderland,Aston Villa,average,average,7,5,11.0,11.88,4.13,5.88,D,1,2.4,3.25,3,H
23/10/10,Tottenham,Everton,good,good,3,7,15.88,13.75,9.75,7.88,D,0,2.1,3.25,3.75,D
23/10/10,West Brom,Fulham,good,average,5,8,12.13,12.75,6.0,5.5,D,2,2.2,3.25,3.4,H
23/10/10,West Ham,Newcastle,good,poor,10,9,13.13,11.38,6.75,6.88,D,-1,2.38,3.25,3.1,A
23/10/10,Wigan,Bolton,good,good,8,6,14.5,11.5,7.63,7.25,D,3,2.38,3.25,3.1,D
24/10/10,Liverpool,Blackburn,poor,average,9,8,12.38,8.88,6.38,4.13,D,-2,1.67,3.6,5.5,H
24/10/10,Man City,Arsenal,good,average,2,4,11.13,18.5,6.88,10.38,D,2,2.5,3.2,2.9,A
24/10/10,Stoke,Man United,good,average,7,4,12.13,14.63,6.25,7.75,A,-4,5.5,3.75,1.67,A
30/10/10,Arsenal,West Ham,good,average,2,8,17.78,12.22,10.11,6.11,H,6,1.17,7,17,H
30/10/10,Blackburn,Chelsea,poor,good,8,1,8.33,15.89,3.89,8.56,A,-10,7.5,4.33,1.44,A
30/10/10,Everton,Stoke,good,average,7,7,13.0,11.44,7.33,5.78,D,2,1.57,3.75,6.5,H
30/10/10,Fulham,Wigan,poor,good,9,8,12.33,14.56,5.22,7.78,D,-1,1.91,3.4,4.2,H
30/10/10,Man United,Tottenham,good,good,3,4,14.33,15.56,7.44,9.56,D,-1,1.57,4,6,H
30/10/10,Wolves,Man City,poor,good,10,3,8.11,10.89,4.78,6.78,A,-10,5.5,3.4,1.73,H
31/10/10,Aston Villa,Birmingham,poor,average,7,8,11.78,10.22,6.0,4.89,D,1,1.8,3.6,4.5,D
31/10/10,Bolton,Liverpool,good,average,6,9,11.22,12.89,6.67,6.78,D,1,3.4,3.25,2.2,A
31/10/10,Newcastle,Sunderland,average,good,7,6,11.56,11.22,7.0,4.33,D,-3,2.2,3.2,3.5,H
1/11/2010,Blackpool,West Brom,average,good,9,4,10.67,12.33,5.22,6.11,A,-9,2.9,3.25,2.5,H
6/11/2010,Birmingham,West Ham,average,poor,8,11,10.2,11.6,5.0,5.8,D,-2,1.91,3.4,4.2,D
6/11/2010,Blackburn,Wigan,poor,average,9,8,8.8,13.9,4.1,7.3,D,0,1.8,3.6,4.5,H
6/11/2010,Blackpool,Everton,average,good,6,6,11.7,13.5,5.5,7.6,A,-10,4.5,3.6,1.8,D
6/11/2010,Bolton,Tottenham,average,average,6,4,11.5,15.1,7.0,9.1,D,-1,3,3.3,2.4,H
6/11/2010,Fulham,Aston Villa,average,average,6,6,12.6,11.3,5.6,5.7,D,1,2.2,3.25,3.4,D
6/11/2010,Man United,Wolves,good,average,2,9,14.7,8.3,7.7,4.9,H,10,1.22,6,15,H
6/11/2010,Sunderland,Stoke,average,poor,8,9,11.2,11.2,4.4,5.3,D,-2,2.1,3.2,3.75,H
7/11/2010,Arsenal,Newcastle,good,good,3,6,18.0,12.0,10.4,7.5,D,-2,1.29,5.5,11,A
7/11/2010,Liverpool,Chelsea,good,good,8,1,12.6,15.9,6.5,8.6,A,-10,3.8,3.4,2,H
7/11/2010,West Brom,Man City,average,average,5,4,12.3,11.5,6.0,7.0,D,2,3.6,3.3,2.1,A
9/11/2010,Stoke,Birmingham,poor,good,9,8,11.18,10.0,5.27,5.0,D,-2,2.1,3.2,3.75,H
9/11/2010,Tottenham,Sunderland,poor,good,5,5,14.73,11.45,8.82,4.64,D,-2,1.53,4,6.5,D
10/11/2010,Aston Villa,Blackpool,average,average,8,7,11.64,11.64,5.91,5.73,D,1,1.62,3.75,6,H
10/11/2010,Chelsea,Fulham,good,average,1,8,15.45,12.73,8.45,6.0,D,2,1.2,6.5,15,H
10/11/2010,Everton,Bolton,good,average,7,6,14.09,12.09,8.18,7.09,D,3,1.62,3.75,6,D
10/11/2010,Man City,Man United,average,good,3,2,11.27,14.64,6.82,7.91,D,-3,2.63,3.25,2.75,D
10/11/2010,Newcastle,Blackburn,good,average,5,10,11.55,8.91,7.0,4.0,H,5,1.91,3.4,4.2,A
10/11/2010,West Ham,West Brom,poor,average,13,7,12.0,12.36,6.0,6.09,D,0,2.3,3.25,3.2,D
10/11/2010,Wigan,Liverpool,poor,good,11,7,14.09,12.27,7.55,6.55,D,-2,4.75,3.6,1.75,D
10/11/2010,Wolves,Arsenal,average,good,12,4,8.27,17.36,5.0,10.18,A,-6,5.5,3.6,1.67,A
13/11/10,Aston Villa,Man United,good,good,6,2,12.25,14.0,6.42,7.58,A,-5,4.5,3.6,1.8,D
13/11/10,Man City,Birmingham,average,average,4,10,10.83,10.33,6.58,5.42,D,2,1.4,4.5,8.5,D
13/11/10,Newcastle,Fulham,good,average,5,9,11.33,12.08,6.67,5.75,H,5,1.91,3.4,4.2,D
13/11/10,Stoke,Liverpool,average,good,10,7,11.83,11.92,5.83,6.25,A,-4,3.75,3.25,2.1,H
13/11/10,Tottenham,Blackburn,poor,good,7,8,15.17,8.75,9.08,4.08,D,-1,1.57,3.8,6.5,H
13/11/10,West Ham,Blackpool,average,average,14,10,11.67,11.67,5.92,5.75,D,0,1.91,3.6,4,D
13/11/10,Wigan,West Brom,poor,poor,12,8,13.75,12.5,7.58,6.08,D,1,2.5,3.25,2.88,H
13/11/10,Wolves,Bolton,average,average,12,8,8.75,11.92,5.17,6.92,A,-8,2.4,3.1,3.2,A
14/11/10,Chelsea,Sunderland,good,average,1,8,15.75,11.17,8.58,4.58,H,5,1.22,5.75,15,A
14/11/10,Everton,Arsenal,good,good,9,3,14.83,16.92,8.5,10.0,D,1,3.4,3.3,2.2,A
20/11/10,Arsenal,Tottenham,good,average,2,5,16.62,15.54,9.85,9.31,H,8,1.62,4,5.5,A
20/11/10,Birmingham,Chelsea,average,average,11,1,9.92,15.62,5.23,8.46,D,1,5,3.6,1.73,H
20/11/10,Blackpool,Wolves,average,poor,9,11,12.0,8.85,5.69,5.23,D,2,2.5,3.3,2.88,H
20/11/10,Bolton,Newcastle,good,average,5,6,12.0,11.46,6.92,6.69,D,-2,2.1,3.3,3.6,H
20/11/10,Liverpool,West Ham,average,average,8,11,11.77,12.08,6.23,5.77,D,2,1.57,3.8,6.5,H
20/11/10,Man United,Wigan,good,average,3,10,14.15,13.69,7.77,7.31,H,6,1.22,6,15,H
20/11/10,West Brom,Stoke,poor,good,7,7,12.46,12.0,6.08,5.92,D,-1,2.2,3.2,3.5,A
21/11/10,Blackburn,Aston Villa,good,good,8,6,9.0,12.23,4.38,6.38,D,-2,2.3,3.25,3.25,H
21/11/10,Fulham,Man City,average,good,9,3,11.92,11.62,5.92,6.92,D,0,3.2,3.1,2.4,A
22/11/10,Sunderland,Everton,good,average,5,9,11.77,14.77,4.92,8.38,D,0,2.6,3.2,2.8,D
27/11/10,Aston Villa,Arsenal,average,good,8,2,12.5,16.29,6.71,9.64,A,-7,3.4,3.3,2.2,A
27/11/10,Bolton,Blackpool,good,average,4,7,12.43,12.07,7.07,5.93,H,7,1.57,4.2,5.5,D
27/11/10,Everton,West Brom,average,poor,10,10,14.43,12.64,8.36,6.21,H,6,1.57,3.8,6.5,A
27/11/10,Fulham,Birmingham,poor,average,11,10,11.71,9.29,5.71,4.93,A,-5,2,3.3,4,D
27/11/10,Man United,Blackburn,good,good,2,8,14.36,9.36,8.07,4.43,H,6,1.25,5.5,13,H
27/11/10,Stoke,Man City,good,good,8,4,11.57,11.57,5.79,7.0,D,1,3.4,3.25,2.2,D
27/11/10,West Ham,Wigan,average,average,14,13,11.64,13.43,5.43,7.07,D,-1,2,3.5,3.75,H
27/11/10,Wolves,Sunderland,poor,good,15,7,9.57,11.86,5.57,5.14,A,-8,2.6,3.2,2.8,H
28/11/10,Newcastle,Chelsea,poor,average,9,3,11.07,16.21,6.29,8.5,D,3,5,3.6,1.73,D
28/11/10,Tottenham,Liverpool,good,average,5,7,15.14,12.29,9.07,6.57,A,-6,2,3.4,3.8,H
4/12/2010,Arsenal,Fulham,good,average,2,11,16.33,11.67,9.67,5.8,H,6,1.29,5.25,12,H
4/12/2010,Birmingham,Tottenham,good,good,10,5,9.13,15.47,4.8,9.33,D,0,3.5,3.4,2.1,D
4/12/2010,Blackburn,Wolves,average,average,8,13,8.93,9.87,4.27,5.73,D,-2,1.73,3.6,5,H
4/12/2010,Chelsea,Everton,poor,poor,3,11,16.27,14.27,8.8,8.07,D,-1,1.36,4.75,9,D
4/12/2010,Man City,Bolton,good,good,4,5,11.4,13.2,6.8,7.53,D,-2,1.53,4,6.5,H
4/12/2010,Wigan,Stoke,average,good,13,8,13.2,11.87,7.27,6.0,A,-9,2.75,3.2,2.63,D
5/12/2010,Sunderland,West Ham,average,average,8,13,12.07,11.87,5.4,5.67,D,2,1.83,3.5,4.5,H
5/12/2010,West Brom,Newcastle,average,average,8,8,12.27,10.67,6.0,6.07,A,-4,2.25,3.3,3.25,H
6/12/2010,Liverpool,Aston Villa,average,poor,9,11,12.27,12.07,6.67,6.53,H,6,1.62,3.75,6,H
11/12/2010,Aston Villa,West Brom,poor,good,11,7,11.63,12.75,6.25,6.38,A,-5,2.1,3.3,3.6,H
11/12/2010,Everton,Wigan,average,poor,12,13,14.38,13.31,8.0,7.31,D,0,1.4,4.5,9,D
11/12/2010,Fulham,Sunderland,poor,average,13,6,11.63,12.38,5.88,5.81,A,-10,2.2,3.25,3.4,D
11/12/2010,Newcastle,Liverpool,poor,good,11,8,10.69,12.25,6.13,6.69,A,-11,3.8,3.4,2,H
11/12/2010,Stoke,Blackpool,good,good,9,11,11.81,12.33,6.06,6.2,D,3,1.62,4,5.5,A
11/12/2010,West Ham,Man City,average,good,13,4,11.63,11.88,5.44,7.0,A,-8,4.5,3.6,1.8,A
12/12/2010,Bolton,Blackburn,average,good,6,8,12.81,9.0,7.19,4.44,H,7,2,3.3,4,H
12/12/2010,Tottenham,Chelsea,good,average,4,3,15.13,16.0,9.06,8.56,H,7,2.8,3.25,2.6,D
12/12/2010,Wolves,Birmingham,average,good,11,9,9.88,9.38,5.81,4.81,A,-7,2.4,3.25,3,H
13/12/10,Man United,Arsenal,good,good,2,1,14.4,16.25,8.27,9.63,H,7,2,3.4,3.8,H
18/12/10,Blackburn,West Ham,average,average,8,13,9.41,11.71,4.82,5.29,D,1,1.8,3.6,4.5,D
18/12/10,Sunderland,Bolton,average,average,6,5,12.29,12.76,5.59,7.18,D,-2,2.2,3.2,3.5,H
20/12/10,Man City,Everton,good,average,2,9,11.88,14.47,7.0,8.0,H,10,1.73,3.6,5,A
26/12/10,Aston Villa,Tottenham,average,good,8,4,11.29,14.82,6.06,8.71,A,-9,3.2,3.3,2.3,A
26/12/10,Blackburn,Stoke,average,average,7,8,9.61,12.06,4.83,6.0,A,-9,2.3,3.2,3.2,A
26/12/10,Bolton,West Brom,average,good,6,8,12.72,12.65,7.22,6.24,H,4,2.1,3.25,3.75,H
26/12/10,Fulham,West Ham,average,poor,12,14,11.76,11.67,6.29,5.17,D,-1,1.91,3.4,4.2,A
26/12/10,Man United,Sunderland,good,good,1,6,14.38,12.33,8.38,5.56,H,6,1.29,5.5,11,H
26/12/10,Newcastle,Man City,average,good,8,2,10.53,12.61,6.06,7.44,A,-10,3.25,3.25,2.25,A
26/12/10,Wolves,Wigan,good,average,14,13,10.12,12.82,6.0,7.12,D,-2,2.1,3.3,3.6,A
27/12/10,Arsenal,Chelsea,good,average,3,4,15.94,15.82,9.41,8.47,H,7,2.63,3.2,2.75,H
28/12/10,Birmingham,Man United,average,good,12,1,9.0,14.35,4.53,8.47,A,-12,6.5,4.33,1.5,D
28/12/10,Man City,Aston Villa,good,average,2,10,12.42,12.11,7.37,6.56,H,14,1.44,4.2,8,H
28/12/10,Stoke,Fulham,average,poor,7,12,12.0,11.83,6.17,6.28,H,12,1.83,3.4,4.75,A
28/12/10,Sunderland,Blackpool,average,good,6,8,12.0,12.19,5.37,6.13,D,-2,1.62,3.75,6,A
28/12/10,Tottenham,Newcastle,good,average,4,9,14.72,11.06,8.67,6.28,H,11,1.53,4,6.5,H
28/12/10,West Brom,Blackburn,average,poor,9,9,12.78,9.74,6.39,5.0,D,2,1.83,3.5,4.5,A
28/12/10,West Ham,Everton,average,good,13,10,11.58,13.89,5.26,7.72,D,1,3.4,3.2,2.25,D
29/12/10,Chelsea,Bolton,average,good,4,5,15.5,12.68,8.22,7.26,A,-11,1.29,5.5,11,H
29/12/10,Liverpool,Wolves,average,average,9,13,12.47,10.0,6.71,5.89,H,5,1.33,5,10,A
29/12/10,Wigan,Arsenal,good,good,11,2,12.83,15.61,7.17,9.33,A,-6,6.5,4.2,1.5,D
