Date,HomeTeam,AwayTeam,FormH,FormA,PositionH,PositionA,HSPG,ASPG,HSTPG,ASTPG,MatchRating,GoalDiff,B365H,B365D,B365A,FTR
1/1/2011,Birmingham,Arsenal,average,average,11,2,8.94,15.58,4.44,9.32,D,-3,5.5,3.6,1.67,A
1/1/2011,Liverpool,Bolton,average,average,9,5,12.28,12.35,6.61,7.0,D,0,1.7,3.75,5,H
1/1/2011,Man City,Blackpool,good,good,2,7,12.35,12.0,7.4,6.0,H,5,1.29,5.5,10,H
1/1/2011,Stoke,Everton,average,good,9,10,12.11,13.84,6.26,7.58,H,4,2.63,3.2,2.75,H
1/1/2011,Sunderland,Blackburn,average,average,7,8,13.0,9.55,5.9,4.95,D,1,1.83,3.5,4.5,H
1/1/2011,Tottenham,Fulham,good,average,5,12,14.63,11.42,8.63,6.11,H,9,1.4,4.5,8.5,H
1/1/2011,West Brom,Man United,poor,good,10,3,13.21,14.11,6.63,8.22,A,-14,6,4.2,1.53,A
1/1/2011,West Ham,Wolves,good,good,13,12,11.55,9.84,5.1,5.74,D,3,2,3.4,3.8,H
2/1/2011,Chelsea,Aston Villa,average,average,4,10,15.32,11.95,8.16,6.42,H,9,1.25,5.5,13,D
2/1/2011,Wigan,Newcastle,good,average,11,9,12.53,11.11,7.05,6.37,H,5,2.5,3.2,2.9,A
4/1/2011,Blackpool,Birmingham,good,poor,8,12,11.78,8.58,6.0,4.26,H,6,2.3,3.25,3.25,A
4/1/2011,Fulham,West Brom,average,poor,12,9,11.45,13.4,6.0,6.7,D,-1,2.2,3.25,3.4,H
4/1/2011,Man United,Stoke,good,good,1,7,13.63,11.85,7.95,6.1,H,11,1.25,5.75,12,H
5/1/2011,Arsenal,Man City,good,good,3,2,15.7,12.48,9.4,7.24,D,-2,1.91,3.6,4,D
5/1/2011,Aston Villa,Sunderland,poor,average,11,6,12.15,13.0,6.6,5.95,A,-10,2.2,3.25,3.4,A
5/1/2011,Blackburn,Liverpool,average,average,9,9,9.62,12.47,4.86,6.63,A,-4,3.4,3.25,2.2,H
5/1/2011,Bolton,Wigan,average,average,7,13,12.24,12.35,6.86,6.9,D,1,1.73,3.6,5,D
5/1/2011,Everton,Tottenham,average,good,11,4,13.9,14.55,7.7,8.65,A,-9,2.63,3.25,2.75,H
5/1/2011,Newcastle,West Ham,average,good,10,13,11.2,11.52,6.3,5.14,A,-4,1.83,3.6,4.33,H
5/1/2011,Wolves,Chelsea,average,average,14,5,10.1,15.3,5.95,8.25,D,-2,8,4.2,1.44,H
12/1/2011,Blackpool,Liverpool,average,average,10,10,12.16,12.5,6.37,6.75,H,4,3.8,3.75,1.91,H
15/01/11,Chelsea,Blackburn,average,good,5,8,15.38,9.64,8.24,4.82,D,0,1.29,5.5,11,H
15/01/11,Man City,Wolves,good,good,2,12,12.14,9.76,6.91,5.76,H,11,1.33,5,10,H
15/01/11,Stoke,Bolton,average,poor,9,7,11.52,12.32,5.86,6.86,D,0,2.1,3.25,3.75,H
15/01/11,West Brom,Blackpool,poor,average,10,8,13.33,12.2,6.57,6.5,A,-9,1.8,3.6,4.5,H
15/01/11,West Ham,Arsenal,average,good,12,3,11.59,15.57,5.18,9.33,A,-8,6,4,1.57,A
15/01/11,Wigan,Fulham,average,good,11,10,12.24,11.48,6.9,6.0,D,-1,2.5,3.25,2.88,D
16/01/11,Birmingham,Aston Villa,average,poor,11,12,8.7,11.95,4.4,6.38,H,5,2.4,3.2,3.1,D
16/01/11,Liverpool,Everton,average,average,9,9,12.38,14.14,6.71,7.9,D,-2,2.2,3.2,3.5,D
16/01/11,Sunderland,Newcastle,good,good,6,8,12.91,11.19,5.91,6.33,D,-1,2.2,3.25,3.4,D
16/01/11,Tottenham,Man United,good,good,5,2,14.48,13.85,8.48,7.9,A,-8,2.88,3.3,2.5,D
22/01/11,Arsenal,Wigan,good,average,2,12,15.73,12.05,9.5,6.82,H,7,1.2,6.5,15,H
22/01/11,Aston Villa,Man City,average,good,12,2,12.0,12.26,6.23,7.13,A,-12,3.5,3.4,2.1,H
22/01/11,Blackpool,Sunderland,average,good,8,5,12.05,12.78,6.29,5.96,D,0,2.5,3.25,2.88,A
22/01/11,Everton,West Ham,average,average,8,13,13.95,11.39,7.77,5.22,H,4,1.5,4,7.5,D
22/01/11,Fulham,Stoke,average,good,11,5,11.59,11.55,5.95,5.82,D,0,2.2,3.2,3.5,H
22/01/11,Man United,Birmingham,good,average,2,11,13.52,8.95,7.71,4.38,H,8,1.2,6.5,15,H
22/01/11,Newcastle,Tottenham,good,average,7,5,11.09,14.55,6.14,8.36,D,1,3.5,3.4,2.1,D
22/01/11,Wolves,Liverpool,average,poor,13,9,9.77,12.68,5.82,7.05,H,4,3.4,3.2,2.25,A
23/01/11,Blackburn,West Brom,average,average,8,11,9.35,13.55,4.7,6.77,H,5,2.25,3.3,3.25,H
24/01/11,Bolton,Chelsea,poor,average,7,4,12.35,15.91,6.83,8.36,D,-3,6,3.75,1.62,A
25/01/11,Blackpool,Man United,average,good,10,1,12.09,13.95,6.32,7.77,A,-10,8,5,1.36,A
25/01/11,Wigan,Aston Villa,average,average,15,13,11.65,11.91,6.57,6.3,D,2,3.2,3.25,2.3,A
26/01/11,Liverpool,Fulham,average,good,9,12,12.78,11.52,7.17,6.0,A,-4,1.53,3.8,7,H
1/2/2011,Arsenal,Everton,good,good,2,11,16.04,13.83,9.74,7.7,H,11,1.4,4.5,8.5,H
1/2/2011,Man United,Aston Villa,good,good,1,10,14.09,11.88,8.0,6.46,H,11,1.33,5,9.5,H
1/2/2011,Sunderland,Chelsea,good,good,6,4,12.71,15.83,5.96,8.48,D,-3,5.5,3.6,1.67,A
1/2/2011,West Brom,Wigan,average,poor,13,15,14.0,11.96,7.35,6.63,A,-4,1.73,3.6,5,D
2/2/2011,Birmingham,Man City,average,average,13,3,8.82,12.75,4.23,7.42,A,-15,4.5,3.5,1.83,D
2/2/2011,Blackburn,Tottenham,good,average,8,5,9.67,14.52,5.0,8.39,A,-4,3.25,3.4,2.2,A
2/2/2011,Blackpool,West Ham,poor,poor,10,15,11.83,11.46,6.22,5.21,D,0,2.38,3.3,3,A
2/2/2011,Bolton,Wolves,poor,average,9,15,12.29,9.83,6.88,5.74,D,-1,1.83,3.5,4.5,H
2/2/2011,Fulham,Newcastle,average,good,13,10,11.54,11.17,6.08,6.13,D,3,2.1,3.3,3.6,H
2/2/2011,Liverpool,Stoke,good,average,8,10,12.71,11.43,7.17,5.61,D,1,1.62,3.75,6,H
5/2/2011,Aston Villa,Fulham,good,good,12,11,11.76,11.52,6.4,6.2,A,-5,1.91,3.4,4.2,D
5/2/2011,Everton,Blackpool,average,poor,13,12,13.42,11.88,7.54,6.29,D,3,1.44,4.5,7,H
5/2/2011,Man City,West Brom,average,average,3,13,12.72,14.29,7.48,7.46,H,12,1.4,4.5,8.5,H
5/2/2011,Newcastle,Arsenal,average,good,9,2,10.88,16.17,6.0,9.75,A,-7,5,4,1.67,D
5/2/2011,Stoke,Sunderland,average,average,10,6,11.21,12.36,5.42,5.84,A,-4,2.1,3.2,3.75,H
5/2/2011,Tottenham,Bolton,good,average,5,8,14.17,12.32,8.25,6.92,H,10,1.57,4,6,H
5/2/2011,Wigan,Blackburn,poor,average,14,8,11.92,9.96,6.64,5.16,A,-5,2.5,3.25,2.9,H
5/2/2011,Wolves,Man United,poor,good,14,1,9.88,14.25,5.71,8.13,A,-15,8.5,4.5,1.4,H
6/2/2011,Chelsea,Liverpool,good,good,4,6,16.04,12.72,8.71,7.24,H,5,1.62,4,5.5,A
6/2/2011,West Ham,Birmingham,average,average,13,13,11.48,9.04,5.4,4.35,D,3,2,3.5,3.75,A
12/2/2011,Arsenal,Wolves,good,average,2,14,16.04,9.72,9.76,5.68,H,15,1.22,6,15,H
12/2/2011,Birmingham,Stoke,average,average,12,7,9.04,11.48,4.29,5.56,A,-6,2.5,3.2,2.9,H
12/2/2011,Blackburn,Newcastle,average,average,8,8,9.92,11.08,5.15,6.08,A,-8,2.1,3.4,3.5,D
12/2/2011,Blackpool,Aston Villa,poor,average,11,10,11.84,11.69,6.32,6.35,A,-5,3.25,3.4,2.2,D
12/2/2011,Liverpool,Wigan,good,average,5,11,12.5,11.88,7.12,6.65,H,9,1.36,4.75,9,D
12/2/2011,Man United,Man City,good,average,1,3,14.24,12.73,8.08,7.54,H,4,1.73,3.6,5,H
12/2/2011,Sunderland,Tottenham,average,good,6,4,12.31,14.12,5.88,8.2,D,0,2.75,3.25,2.6,A
12/2/2011,West Brom,West Ham,poor,average,13,14,14.4,11.65,7.52,5.54,D,-3,1.91,3.6,4,D
13/02/11,Bolton,Everton,average,average,8,10,12.15,13.8,6.77,7.88,A,-7,2.75,3.25,2.6,H
14/02/11,Fulham,Chelsea,average,good,11,5,11.58,15.96,6.31,8.52,D,-1,5,3.6,1.73,D
15/02/11,Birmingham,Newcastle,good,average,12,10,9.08,11.12,4.28,6.08,A,-6,2.6,3.2,2.8,A
20/02/11,West Brom,Wolves,average,average,15,17,14.42,9.42,7.65,5.46,D,-2,1.85,3.4,4.5,D
22/02/11,Blackpool,Tottenham,poor,good,14,4,11.92,14.0,6.27,8.08,A,-9,4,3.6,1.91,H
23/02/11,Arsenal,Stoke,good,average,2,10,16.08,11.62,9.69,5.54,H,12,1.3,5.25,10,H
26/02/11,Aston Villa,Blackburn,average,poor,13,11,11.52,9.7,6.26,4.96,D,0,1.73,3.6,5,H
26/02/11,Everton,Sunderland,average,poor,13,7,13.62,12.44,7.73,6.04,D,2,1.73,3.6,5,H
26/02/11,Newcastle,Bolton,good,good,9,8,11.07,12.11,6.11,6.7,H,5,2.1,3.25,3.75,D
26/02/11,Wigan,Man United,good,good,14,1,11.74,14.12,6.48,8.0,A,-11,6.5,4,1.53,A
26/02/11,Wolves,Blackpool,average,average,15,10,9.3,11.78,5.33,6.19,D,-2,1.83,3.6,4.33,H
27/02/11,Man City,Fulham,average,good,3,11,12.74,11.59,7.56,6.37,D,0,1.5,4,7.5,D
27/02/11,West Ham,Liverpool,average,good,14,6,11.89,12.52,5.74,7.04,A,-14,3.4,3.3,2.2,H
28/02/11,Stoke,West Brom,average,average,9,12,11.44,14.59,5.48,7.78,D,1,1.91,3.4,4.2,D
1/3/2011,Chelsea,Man United,average,good,5,1,16.23,14.11,8.54,8.04,A,-6,2.2,3.2,3.6,H
5/3/2011,Arsenal,Sunderland,good,poor,2,7,15.81,12.43,9.48,6.07,H,15,1.44,4.33,7.5,D
5/3/2011,Birmingham,West Brom,good,average,13,14,9.15,14.64,4.31,7.89,D,0,2.38,3.2,3.1,A
5/3/2011,Bolton,Aston Villa,average,good,8,11,12.29,11.71,6.82,6.39,A,-7,2.25,3.4,3.2,H
5/3/2011,Fulham,Blackburn,average,poor,12,12,11.57,9.54,6.32,4.86,H,7,1.73,3.6,5,H
5/3/2011,Man City,Wigan,average,average,3,16,12.79,11.68,7.43,6.39,H,9,1.36,4.75,9,H
5/3/2011,Newcastle,Everton,good,good,9,12,11.14,13.74,6.11,7.78,D,0,2.6,3.2,2.8,A
5/3/2011,West Ham,Stoke,average,poor,15,11,12.07,11.25,5.93,5.39,H,5,2.25,3.3,3.25,H
6/3/2011,Liverpool,Man United,average,good,7,1,12.5,14.04,7.07,8.0,D,-1,2.8,3.2,2.6,H
6/3/2011,Wolves,Tottenham,average,good,16,5,9.5,14.41,5.54,8.15,D,-2,3,3.3,2.38,D
7/3/2011,Blackpool,Chelsea,average,average,12,4,11.43,16.26,6.0,8.63,A,-15,10,5.5,1.3,A
9/3/2011,Everton,Birmingham,good,average,9,15,13.71,9.15,7.79,4.3,H,9,1.53,4,6.5,D
19/03/11,Aston Villa,Wolves,average,good,13,16,11.66,9.62,6.38,5.48,D,-1,1.83,3.5,4.5,A
19/03/11,Blackburn,Blackpool,poor,average,14,14,9.62,11.52,5.0,5.97,H,4,1.8,3.6,4.5,D
19/03/11,Everton,Fulham,good,good,9,11,13.83,11.69,7.9,6.48,D,1,2,3.25,4,H
19/03/11,Man United,Bolton,average,good,1,7,13.97,12.38,7.97,6.9,H,4,1.36,4.75,9,H
19/03/11,Stoke,Newcastle,poor,average,11,9,11.1,11.1,5.38,6.17,A,-6,2.2,3.25,3.4,H
19/03/11,Tottenham,West Ham,average,good,5,14,14.43,12.17,8.21,6.07,A,-5,1.57,4,6,D
19/03/11,West Brom,Arsenal,good,good,13,2,14.45,15.75,7.79,9.39,A,-8,5,3.6,1.73,D
19/03/11,Wigan,Birmingham,poor,poor,15,14,11.69,9.0,6.34,4.25,D,-3,2.1,3.3,3.6,H
20/03/11,Chelsea,Man City,good,average,4,3,16.32,12.59,8.71,7.28,H,6,1.62,3.75,6,H
20/03/11,Sunderland,Liverpool,poor,average,8,6,12.21,12.66,5.97,7.17,A,-9,2.63,3.2,2.75,A
2/4/2011,Arsenal,Blackburn,good,poor,2,12,15.83,10.1,9.45,5.07,H,10,1.25,6,11,D
2/4/2011,Birmingham,Bolton,poor,average,15,7,8.93,12.33,4.24,6.87,A,-5,2.5,3.25,2.88,H
2/4/2011,Everton,Aston Villa,good,average,7,13,13.9,11.63,8.03,6.33,H,5,1.83,3.6,4.33,D
2/4/2011,Newcastle,Wolves,poor,good,11,15,11.2,9.57,6.27,5.47,A,-7,1.95,3.4,4,H
2/4/2011,Stoke,Chelsea,average,good,11,3,11.0,16.31,5.4,8.79,A,-6,5.5,3.6,1.67,D
2/4/2011,West Brom,Liverpool,good,good,13,6,14.1,12.57,7.63,7.07,A,-6,3,3.3,2.38,H
2/4/2011,West Ham,Man United,good,average,15,1,12.13,13.97,6.03,7.97,H,4,4.5,3.6,1.8,A
2/4/2011,Wigan,Tottenham,average,average,16,5,11.83,14.83,6.57,8.41,A,-4,3,3.25,2.4,D
3/4/2011,Fulham,Blackpool,average,poor,12,14,11.7,11.4,6.47,5.97,H,7,1.53,4.2,6,H
3/4/2011,Man City,Sunderland,average,poor,4,10,12.33,11.9,7.1,5.8,H,9,1.5,4,7,H
9/4/2011,Blackburn,Birmingham,average,average,12,12,10.0,8.93,4.97,4.3,D,-2,2,3.3,4,D
9/4/2011,Bolton,West Ham,average,average,8,15,12.55,11.94,7.03,5.9,D,-2,2.2,3.25,3.4,H
9/4/2011,Chelsea,Wigan,good,average,4,16,16.43,11.9,8.83,6.52,H,7,1.2,6,17,H
9/4/2011,Man United,Fulham,good,good,1,10,14.1,11.74,8.0,6.61,D,2,1.44,4.33,7.5,H
9/4/2011,Sunderland,West Brom,poor,good,10,11,11.77,14.19,5.74,7.84,A,-14,2.2,3.2,3.5,A
9/4/2011,Tottenham,Stoke,average,average,5,10,14.67,11.06,8.33,5.42,D,1,1.73,3.6,5,H
9/4/2011,Wolves,Everton,average,good,14,8,9.68,13.9,5.58,8.0,D,-2,2.6,3.25,2.8,A
10/4/2011,Aston Villa,Newcastle,poor,average,12,9,11.48,11.39,6.29,6.48,D,1,1.83,3.6,4.33,H
10/4/2011,Blackpool,Arsenal,poor,average,13,2,11.35,15.93,5.97,9.5,A,-10,8.5,5,1.36,A
11/4/2011,Liverpool,Man City,good,good,6,4,12.58,12.39,7.13,7.26,A,-4,2.6,3.2,2.8,H
16/04/11,Birmingham,Sunderland,average,poor,12,10,8.84,11.63,4.32,5.69,H,7,2.25,3.2,3.4,H
16/04/11,Blackpool,Wigan,poor,average,13,15,11.38,11.88,5.97,6.53,A,-4,2.3,3.5,3,A
16/04/11,Everton,Blackburn,good,average,7,12,13.75,10.16,7.94,4.97,H,11,1.67,3.75,5.5,H
16/04/11,West Brom,Chelsea,good,good,9,3,14.13,16.58,7.84,8.97,D,-2,5.5,3.6,1.7,A
16/04/11,West Ham,Aston Villa,poor,average,15,11,12.0,11.53,5.97,6.31,D,-2,2.25,3.3,3.25,A
17/04/11,Arsenal,Liverpool,good,good,2,6,15.94,12.66,9.42,7.13,D,1,1.73,3.6,5,D
19/04/11,Newcastle,Man United,average,good,10,1,11.22,14.16,6.41,8.13,A,-7,5.5,3.6,1.67,D
20/04/11,Chelsea,Birmingham,good,good,3,11,16.66,8.88,9.03,4.31,H,8,1.2,6.5,15,H
20/04/11,Tottenham,Arsenal,good,good,5,3,14.48,15.81,8.32,9.31,D,-3,2.88,3.4,2.4,D
23/04/11,Aston Villa,Stoke,good,average,8,10,11.82,11.03,6.45,5.41,H,4,1.8,3.6,4.5,D
23/04/11,Blackpool,Newcastle,poor,average,14,9,11.45,11.24,6.06,6.36,A,-10,2.88,3.5,2.38,D
23/04/11,Chelsea,West Ham,good,poor,2,13,16.67,12.0,8.97,6.0,H,10,1.2,6.5,15,H
23/04/11,Liverpool,Birmingham,average,average,6,11,12.55,8.79,7.06,4.27,H,4,1.44,4.33,7.5,H
23/04/11,Man United,Everton,good,good,1,7,14.27,13.85,8.12,7.91,A,-5,1.44,4.33,7.5,H
23/04/11,Sunderland,Wigan,poor,average,11,13,11.73,11.79,5.73,6.48,A,-9,2.1,3.25,3.75,H
23/04/11,Tottenham,West Brom,good,good,5,10,14.53,14.06,8.34,7.79,D,-3,1.57,4,6,D
23/04/11,Wolves,Fulham,average,average,15,12,9.72,11.75,5.63,6.56,D,-2,2.5,3.25,2.88,D
24/04/11,Bolton,Arsenal,average,good,8,3,12.88,15.73,7.19,9.3,D,2,4.5,3.8,1.75,H
25/04/11,Blackburn,Man City,average,average,13,4,9.97,12.41,4.88,7.16,A,-6,3.6,3.3,2.1,A
26/04/11,Stoke,Wolves,average,poor,11,15,10.82,9.79,5.33,5.55,D,1,1.8,3.4,5,H
27/04/11,Fulham,Bolton,average,good,12,8,11.85,12.82,6.52,7.27,D,-2,1.8,3.5,4.75,H
30/04/11,Blackburn,Bolton,poor,good,13,8,10.03,12.85,4.91,7.24,A,-4,1.91,3.5,4,H
30/04/11,Blackpool,Stoke,poor,average,13,9,11.65,11.0,6.09,5.41,A,-12,2.63,3.4,2.63,D
30/04/11,Chelsea,Tottenham,good,good,2,5,16.65,14.67,9.03,8.36,H,9,1.44,4.33,7.5,H
30/04/11,Sunderland,Fulham,average,average,11,10,11.71,12.03,5.76,6.53,A,-12,2.6,3.2,2.8,A
30/04/11,West Brom,Aston Villa,average,good,12,11,13.94,11.68,7.68,6.32,D,2,2.38,3.3,3,H
30/04/11,Wigan,Everton,average,good,14,7,11.76,13.59,6.5,7.76,A,-6,2.8,3.25,2.6,D
1/5/2011,Arsenal,Man United,average,good,3,1,15.76,14.47,9.24,8.24,D,-3,2.5,3.25,2.88,H
1/5/2011,Birmingham,Wolves,average,poor,12,14,8.82,9.65,4.32,5.41,D,3,2.1,3.3,3.6,D
1/5/2011,Liverpool,Newcastle,good,average,6,11,12.68,11.18,7.24,6.35,H,14,1.44,4.33,7.5,H
1/5/2011,Man City,West Ham,good,poor,4,15,12.33,12.0,7.09,6.03,H,8,1.4,4.5,9,H
7/5/2011,Aston Villa,Wigan,average,average,10,13,11.66,11.8,6.31,6.57,D,0,1.8,3.6,4.5,D
7/5/2011,Bolton,Sunderland,average,average,7,11,12.8,11.69,7.11,5.8,H,9,1.83,3.5,4.5,A
7/5/2011,Everton,Man City,average,good,6,4,13.29,12.53,7.63,7.24,D,2,2.7,3.2,2.7,H
7/5/2011,Newcastle,Birmingham,average,poor,12,13,11.06,8.8,6.26,4.23,D,-1,1.91,3.4,4.2,H
7/5/2011,Tottenham,Blackpool,average,average,5,15,14.59,11.63,8.32,6.09,H,7,1.3,5.5,10,D
7/5/2011,West Ham,Blackburn,poor,average,17,14,11.86,10.23,5.97,5.0,A,-8,1.95,3.6,3.8,D
8/5/2011,Man United,Chelsea,average,good,1,2,14.37,16.63,8.2,9.06,A,-4,2.38,3.25,3.1,H
8/5/2011,Stoke,Arsenal,good,average,11,3,10.94,15.57,5.43,9.03,H,4,5.5,3.75,1.67,H
8/5/2011,Wolves,West Brom,average,average,15,11,9.57,13.77,5.31,7.57,A,-9,2.1,3.4,3.5,H
9/5/2011,Fulham,Liverpool,good,good,9,6,11.94,12.57,6.51,7.17,A,-6,2.88,3.25,2.5,A
10/5/2011,Man City,Tottenham,good,average,4,6,12.51,14.74,7.23,8.4,D,1,1.91,3.4,4.2,H
14/05/11,Blackburn,Man United,average,good,13,1,10.17,14.33,4.97,8.19,A,-7,5,3.6,1.73,D
14/05/11,Blackpool,Bolton,average,poor,16,8,11.67,12.92,6.11,7.17,A,-5,2.2,3.4,3.25,H
14/05/11,Sunderland,Wolves,good,average,10,15,11.64,9.69,5.81,5.44,D,-1,2.5,3.25,2.88,A
14/05/11,West Brom,Everton,average,average,11,7,13.78,13.19,7.53,7.58,A,-6,2.63,3.25,2.75,H
15/05/11,Arsenal,Aston Villa,average,average,3,11,15.53,11.61,8.92,6.33,D,-1,1.36,5,8.5,A
15/05/11,Birmingham,Fulham,poor,good,12,9,8.69,11.89,4.17,6.53,A,-10,2.2,3.25,3.4,A
15/05/11,Chelsea,Newcastle,good,average,2,11,16.69,11.28,9.11,6.47,H,8,1.25,6,11,D
15/05/11,Liverpool,Tottenham,good,poor,5,6,12.67,14.72,7.28,8.36,H,14,1.73,3.8,4.75,A
15/05/11,Wigan,West Ham,average,poor,14,15,11.67,12.19,6.5,6.22,H,9,2.1,3.4,3.5,H
17/05/11,Man City,Stoke,good,good,4,9,12.36,10.97,7.14,5.47,D,0,1.36,4.75,9,H
22/05/11,Aston Villa,Liverpool,average,good,10,6,11.51,12.59,6.3,7.14,A,-10,3.2,3.4,2.25,H
22/05/11,Bolton,Man City,poor,good,9,3,13.03,12.46,7.22,7.19,A,-4,5,3.75,1.7,A
22/05/11,Everton,Chelsea,average,average,6,2,13.46,16.65,7.65,9.05,D,-3,3.1,3.25,2.38,H
22/05/11,Fulham,Arsenal,good,average,7,3,12.05,15.76,6.59,9.08,H,6,3.75,3.6,1.95,D
22/05/11,Man United,Blackpool,average,good,1,13,14.19,11.68,8.08,6.16,H,6,1.6,4,5.5,H
22/05/11,Newcastle,West Brom,average,good,10,9,11.32,13.78,6.54,7.57,D,-2,2,3.5,3.75,D
22/05/11,Stoke,Wigan,average,good,10,13,10.78,11.86,5.38,6.59,D,1,2.75,3.6,2.4,A
22/05/11,Tottenham,Birmingham,average,poor,4,14,14.54,8.65,8.24,4.11,H,8,1.53,4,6.5,H
22/05/11,West Ham,Sunderland,poor,average,15,11,12.22,11.7,6.32,5.89,A,-4,2,3.5,3.75,A
22/05/11,Wolves,Blackburn,good,good,12,12,9.7,10.05,5.46,4.89,D,0,2.2,3,3.75,A
